Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
65,-0.01128433;0.05121365,0.4259249,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.009774925;0.05136296,0.4260599,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.008713398;0.05147731,0.4261401,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.007467039;0.05147135,0.4263673,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.006030275;0.05140111,0.4267177,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.004595824;0.05130014,0.4270772,01:04:54.707,3894.707,01:04:54.707,3894.707,0,,
65,-0.003509102;0.05151591,0.4272085,01:04:54.721,3894.721,01:04:54.721,3894.721,0,,
65,-0.002094904;0.05154923,0.4277349,01:04:54.775,3894.775,01:04:54.775,3894.775,0,,
65,-0.0005591754;0.05133191,0.4281277,01:04:54.807,3894.807,01:04:54.807,3894.807,0,,
65,0.0006554872;0.05118799,0.4285869,01:04:54.808,3894.808,01:04:54.808,3894.808,0,,
65,0.002346892;0.05117905,0.4287827,01:04:54.850,3894.85,01:04:54.850,3894.85,0,,
65,0.004138639;0.05123308,0.4290481,01:04:54.850,3894.85,01:04:54.850,3894.85,0,,
65,0.005367883;0.05148199,0.4289441,01:04:54.905,3894.905,01:04:54.905,3894.905,0,,
65,0.00748983;0.05198827,0.4288937,01:04:54.905,3894.905,01:04:54.905,3894.905,0,,
65,0.009861115;0.05230072,0.4287008,01:04:54.942,3894.942,01:04:54.942,3894.942,0,,
65,0.01149178;0.05260181,0.4284225,01:04:54.942,3894.942,01:04:54.942,3894.942,0,,
65,0.01402469;0.05292961,0.4282255,01:04:54.978,3894.978,01:04:54.978,3894.978,0,,
65,0.01662924;0.05353752,0.4279495,01:04:54.978,3894.978,01:04:54.978,3894.978,0,,
65,0.01852584;0.05374348,0.4277095,01:04:55.021,3895.021,01:04:55.021,3895.021,0,,
65,0.02147822;0.05400833,0.4278277,01:04:55.021,3895.021,01:04:55.021,3895.021,0,,
65,0.02335318;0.05431113,0.4277372,01:04:55.063,3895.063,01:04:55.063,3895.063,0,,
65,0.02651355;0.05469248,0.427442,01:04:55.063,3895.063,01:04:55.063,3895.063,0,,
65,0.0301283;0.05494046,0.4274698,01:04:55.107,3895.107,01:04:55.107,3895.107,0,,
65,0.0335686;0.05517906,0.4276812,01:04:55.107,3895.107,01:04:55.107,3895.107,0,,
65,0.03673706;0.05559999,0.427902,01:04:55.154,3895.154,01:04:55.154,3895.154,0,,
65,0.03909493;0.05578837,0.427971,01:04:55.189,3895.189,01:04:55.189,3895.189,0,,
65,0.04261331;0.05596322,0.4282057,01:04:55.190,3895.19,01:04:55.190,3895.19,0,,
65,0.04599456;0.05592722,0.4287474,01:04:55.243,3895.243,01:04:55.243,3895.243,0,,
65,0.04815723;0.05599415,0.4290642,01:04:55.243,3895.243,01:04:55.243,3895.243,0,,
65,0.0515518;0.05603528,0.4294247,01:04:55.274,3895.274,01:04:55.274,3895.274,0,,
65,0.05462895;0.05600578,0.4296905,01:04:55.274,3895.274,01:04:55.274,3895.274,0,,
65,0.05663902;0.05610639,0.4298451,01:04:55.319,3895.319,01:04:55.319,3895.319,0,,
65,0.05976623;0.05602217,0.4304506,01:04:55.319,3895.319,01:04:55.319,3895.319,0,,
65,0.06296209;0.05600882,0.4314092,01:04:55.359,3895.359,01:04:55.359,3895.359,0,,
65,0.065024;0.05612683,0.4316161,01:04:55.359,3895.359,01:04:55.359,3895.359,0,,
65,0.06816831;0.05636048,0.4316449,01:04:55.409,3895.409,01:04:55.409,3895.409,0,,
65,0.07117876;0.05649734,0.4319458,01:04:55.409,3895.409,01:04:55.409,3895.409,0,,
65,0.07325703;0.05660647,0.4320432,01:04:55.440,3895.44,01:04:55.440,3895.44,0,,
65,0.07503808;0.05684093,0.4321102,01:04:55.440,3895.44,01:04:55.440,3895.44,0,,
65,0.07875074;0.05702838,0.4322464,01:04:55.482,3895.482,01:04:55.482,3895.482,0,,
65,0.08063084;0.05692384,0.432133,01:04:55.482,3895.482,01:04:55.482,3895.482,0,,
65,0.08314528;0.05723292,0.4319747,01:04:55.526,3895.526,01:04:55.526,3895.526,0,,
65,0.08555555;0.05744091,0.4319088,01:04:55.565,3895.565,01:04:55.565,3895.565,0,,
65,0.08731169;0.0574463,0.431783,01:04:55.565,3895.565,01:04:55.565,3895.565,0,,
65,0.08959734;0.05770198,0.4318533,01:04:55.608,3895.608,01:04:55.608,3895.608,0,,
65,0.0920447;0.05788395,0.43177,01:04:55.608,3895.608,01:04:55.608,3895.608,0,,
65,0.09355547;0.05801573,0.4317198,01:04:55.653,3895.653,01:04:55.653,3895.653,0,,
65,0.09603591;0.0583334,0.4317589,01:04:55.653,3895.653,01:04:55.653,3895.653,0,,
65,0.09812357;0.05843514,0.4318626,01:04:55.690,3895.69,01:04:55.690,3895.69,0,,
65,0.09944755;0.0583829,0.4322435,01:04:55.690,3895.69,01:04:55.690,3895.69,0,,
65,0.1016158;0.05847961,0.4324983,01:04:55.744,3895.744,01:04:55.744,3895.744,0,,
65,0.1037432;0.05864292,0.4327798,01:04:55.744,3895.744,01:04:55.744,3895.744,0,,
65,0.1054643;0.05866992,0.4332229,01:04:55.777,3895.777,01:04:55.777,3895.777,0,,
65,0.1078546;0.05866188,0.4334348,01:04:55.777,3895.777,01:04:55.777,3895.777,0,,
65,0.1103319;0.05861837,0.4338342,01:04:55.816,3895.816,01:04:55.816,3895.816,0,,
65,0.112026;0.05860981,0.4340369,01:04:55.816,3895.816,01:04:55.816,3895.816,0,,
65,0.1146592;0.05855224,0.4343691,01:04:55.878,3895.878,01:04:55.878,3895.878,0,,
65,0.1172121;0.05860767,0.4344406,01:04:55.878,3895.878,01:04:55.878,3895.878,0,,
65,0.1189771;0.05857751,0.4347029,01:04:55.904,3895.904,01:04:55.904,3895.904,0,,
65,0.1217437;0.05898681,0.4349228,01:04:55.956,3895.956,01:04:55.956,3895.956,0,,
65,0.1245755;0.05899784,0.4351431,01:04:55.956,3895.956,01:04:55.956,3895.956,0,,
65,0.1265167;0.05898219,0.4349579,01:04:55.994,3895.994,01:04:55.994,3895.994,0,,
65,0.1293048;0.05913493,0.435077,01:04:55.994,3895.994,01:04:55.994,3895.994,0,,
65,0.1321095;0.05922046,0.4351923,01:04:56.036,3896.036,01:04:56.036,3896.036,0,,
65,0.133884;0.05917418,0.4353031,01:04:56.037,3896.037,01:04:56.037,3896.037,0,,
65,0.1366446;0.05920592,0.4355534,01:04:56.073,3896.073,01:04:56.073,3896.073,0,,
65,0.13958;0.05922756,0.4353597,01:04:56.073,3896.073,01:04:56.073,3896.073,0,,
65,0.1414839;0.05922773,0.4357231,01:04:56.127,3896.127,01:04:56.127,3896.127,0,,
65,0.1442176;0.05916372,0.435773,01:04:56.127,3896.127,01:04:56.127,3896.127,0,,
65,0.1462651;0.05921444,0.4359332,01:04:56.159,3896.159,01:04:56.159,3896.159,0,,
65,0.1493337;0.05932122,0.4363527,01:04:56.159,3896.159,01:04:56.159,3896.159,0,,
65,0.1523149;0.05928874,0.4368018,01:04:56.200,3896.2,01:04:56.200,3896.2,0,,
65,0.1553255;0.05919331,0.4371965,01:04:56.200,3896.2,01:04:56.200,3896.2,0,,
65,0.1574713;0.05916515,0.4377378,01:04:56.244,3896.244,01:04:56.244,3896.244,0,,
65,0.1608381;0.05894679,0.4382316,01:04:56.244,3896.244,01:04:56.244,3896.244,0,,
65,0.1629064;0.05906469,0.4384164,01:04:56.284,3896.284,01:04:56.284,3896.284,0,,
65,0.1660727;0.05891484,0.4391589,01:04:56.284,3896.284,01:04:56.284,3896.284,0,,
65,0.1692853;0.05881751,0.4398538,01:04:56.326,3896.326,01:04:56.326,3896.326,0,,
65,0.1713328;0.05877978,0.4401105,01:04:56.326,3896.326,01:04:56.326,3896.326,0,,
65,0.1744736;0.05874249,0.4406787,01:04:56.365,3896.365,01:04:56.365,3896.365,0,,
65,0.1775488;0.05870733,0.4413978,01:04:56.422,3896.422,01:04:56.422,3896.422,0,,
65,0.181274;0.05898771,0.4421334,01:04:56.422,3896.422,01:04:56.422,3896.422,0,,
65,0.1828879;0.05907172,0.4424939,01:04:56.453,3896.453,01:04:56.453,3896.453,0,,
65,0.1862406;0.05927292,0.4425322,01:04:56.453,3896.453,01:04:56.453,3896.453,0,,
65,0.1896296;0.05940574,0.4427942,01:04:56.490,3896.49,01:04:56.490,3896.49,0,,
65,0.1925643;0.05969757,0.4429494,01:04:56.490,3896.49,01:04:56.490,3896.49,0,,
65,0.1958676;0.05973217,0.443324,01:04:56.536,3896.536,01:04:56.536,3896.536,0,,
65,0.1995098;0.05995089,0.4435897,01:04:56.536,3896.536,01:04:56.536,3896.536,0,,
65,0.2017763;0.06015959,0.4438648,01:04:56.577,3896.577,01:04:56.577,3896.577,0,,
65,0.205291;0.0602752,0.4439985,01:04:56.577,3896.577,01:04:56.577,3896.577,0,,
65,0.2090905;0.06034315,0.4440782,01:04:56.622,3896.622,01:04:56.622,3896.622,0,,
65,0.2109474;0.06027207,0.4444503,01:04:56.622,3896.622,01:04:56.622,3896.622,0,,
65,0.2147094;0.06041813,0.4445414,01:04:56.661,3896.661,01:04:56.661,3896.661,0,,
65,0.2172304;0.06042823,0.4446144,01:04:56.676,3896.676,01:04:56.676,3896.676,0,,
65,0.2208587;0.0603371,0.4449571,01:04:56.707,3896.707,01:04:56.707,3896.707,0,,
65,0.2246593;0.0606266,0.4449802,01:04:56.707,3896.707,01:04:56.707,3896.707,0,,
65,0.2286159;0.06065962,0.4445469,01:04:56.745,3896.745,01:04:56.745,3896.745,0,,
65,0.2310877;0.06075183,0.4442273,01:04:56.794,3896.794,01:04:56.794,3896.794,0,,
65,0.2348118;0.06078354,0.4439965,01:04:56.794,3896.794,01:04:56.794,3896.794,0,,
65,0.2383628;0.06100592,0.4434704,01:04:56.794,3896.794,01:04:56.794,3896.794,0,,
65,0.2407931;0.06115577,0.4429052,01:04:56.846,3896.846,01:04:56.846,3896.846,0,,
65,0.2430383;0.06141266,0.4426063,01:04:56.878,3896.878,01:04:56.878,3896.878,0,,
65,0.2462964;0.06172588,0.4416617,01:04:56.878,3896.878,01:04:56.878,3896.878,0,,
65,0.2491698;0.06171137,0.4414732,01:04:56.920,3896.92,01:04:56.920,3896.92,0,,
65,0.2520005;0.0619818,0.4410312,01:04:56.920,3896.92,01:04:56.920,3896.92,0,,
65,0.2537597;0.06223124,0.4408747,01:04:56.977,3896.977,01:04:56.977,3896.977,0,,
65,0.2564277;0.06231028,0.4410604,01:04:56.977,3896.977,01:04:56.977,3896.977,0,,
65,0.2588103;0.06233576,0.4411576,01:04:57.006,3897.006,01:04:57.006,3897.006,0,,
65,0.2599783;0.06242135,0.4416408,01:04:57.006,3897.006,01:04:57.006,3897.006,0,,
65,0.261761;0.06250674,0.4423251,01:04:57.056,3897.056,01:04:57.056,3897.056,0,,
65,0.2625529;0.0624415,0.4422969,01:04:57.056,3897.056,01:04:57.056,3897.056,0,,
65,0.2635778;0.0624775,0.4426005,01:04:57.095,3897.095,01:04:57.095,3897.095,0,,
65,0.2642124;0.06255743,0.4429168,01:04:57.095,3897.095,01:04:57.095,3897.095,0,,
65,0.2645766;0.06249177,0.4430549,01:04:57.133,3897.133,01:04:57.133,3897.133,0,,
65,0.2645268;0.06240833,0.4433471,01:04:57.133,3897.133,01:04:57.133,3897.133,0,,
65,0.2642732;0.06248221,0.4435345,01:04:57.185,3897.185,01:04:57.185,3897.185,0,,
65,0.2641377;0.062444,0.4434287,01:04:57.185,3897.185,01:04:57.185,3897.185,0,,
65,0.2637465;0.06230724,0.4433994,01:04:57.221,3897.221,01:04:57.221,3897.221,0,,
65,0.2633543;0.06245083,0.4432952,01:04:57.221,3897.221,01:04:57.221,3897.221,0,,
65,0.262737;0.06255788,0.4431824,01:04:57.259,3897.259,01:04:57.259,3897.259,0,,
65,0.2624556;0.06244257,0.4432179,01:04:57.259,3897.259,01:04:57.259,3897.259,0,,
65,0.2619329;0.06246275,0.4428688,01:04:57.305,3897.305,01:04:57.305,3897.305,0,,
65,0.2613711;0.0624308,0.4426325,01:04:57.305,3897.305,01:04:57.305,3897.305,0,,
65,0.2610187;0.06243044,0.4420111,01:04:57.345,3897.345,01:04:57.345,3897.345,0,,
65,0.2602176;0.06255901,0.4408112,01:04:57.387,3897.387,01:04:57.387,3897.387,0,,
65,0.2594869;0.06260306,0.4391097,01:04:57.387,3897.387,01:04:57.387,3897.387,0,,
65,0.2582718;0.06192693,0.4378644,01:04:57.428,3897.428,01:04:57.428,3897.428,0,,
65,0.2571248;0.06124344,0.4368302,01:04:57.428,3897.428,01:04:57.428,3897.428,0,,
65,0.2553438;0.0602659,0.4351506,01:04:57.476,3897.476,01:04:57.476,3897.476,0,,
,,01:05:03.842,3903.842,01:05:03.842,3903.842,0,,
66,-0.0002938267;0.06607884,0.4107043,01:05:47.179,3947.179,01:05:47.179,3947.179,0,,
66,-0.000523461;0.06609637,0.4103536,01:05:47.220,3947.22,01:05:47.220,3947.22,0,,
66,-0.0005495735;0.06605148,0.4099431,01:05:47.265,3947.265,01:05:47.265,3947.265,0,,
66,-0.0007471219;0.0661855,0.4096349,01:05:47.265,3947.265,01:05:47.265,3947.265,0,,
66,-0.0009087604;0.06604865,0.4095112,01:05:47.310,3947.31,01:05:47.310,3947.31,0,,
66,-0.0008120742;0.06631133,0.4090967,01:05:47.310,3947.31,01:05:47.310,3947.31,0,,
66,-0.0007672179;0.06677431,0.4084504,01:05:47.346,3947.346,01:05:47.346,3947.346,0,,
66,-0.0007657316;0.06704429,0.4083328,01:05:47.347,3947.347,01:05:47.347,3947.347,0,,
66,-0.0007060077;0.06732088,0.4079958,01:05:47.393,3947.393,01:05:47.393,3947.393,0,,
66,-0.0007967651;0.06763533,0.4075322,01:05:47.393,3947.393,01:05:47.393,3947.393,0,,
66,-0.0009508096;0.06777531,0.4071917,01:05:47.444,3947.444,01:05:47.444,3947.444,0,,
66,-0.001037279;0.06817055,0.4069555,01:05:47.445,3947.445,01:05:47.445,3947.445,0,,
66,-0.00117109;0.06831154,0.4061853,01:05:47.477,3947.477,01:05:47.477,3947.477,0,,
66,-0.001230029;0.06858581,0.4057899,01:05:47.477,3947.477,01:05:47.477,3947.477,0,,
66,-0.001260366;0.06877625,0.4051042,01:05:47.521,3947.521,01:05:47.521,3947.521,0,,
66,-0.001336413;0.06909949,0.4048028,01:05:47.522,3947.522,01:05:47.522,3947.522,0,,
66,-0.001414808;0.06924585,0.4040968,01:05:47.560,3947.56,01:05:47.560,3947.56,0,,
66,-0.001467654;0.06951806,0.403566,01:05:47.560,3947.56,01:05:47.560,3947.56,0,,
66,-0.001478903;0.06981471,0.4033841,01:05:47.598,3947.598,01:05:47.598,3947.598,0,,
66,-0.001457313;0.06982726,0.4033354,01:05:47.643,3947.643,01:05:47.643,3947.643,0,,
66,-0.001571793;0.06996617,0.4033422,01:05:47.643,3947.643,01:05:47.643,3947.643,0,,
66,-0.001519797;0.07012409,0.403263,01:05:47.690,3947.69,01:05:47.690,3947.69,0,,
66,-0.00157617;0.06986085,0.4032298,01:05:47.690,3947.69,01:05:47.690,3947.69,0,,
66,-0.001681982;0.06974399,0.4032531,01:05:47.731,3947.731,01:05:47.731,3947.731,0,,
66,-0.001764817;0.06982011,0.4037607,01:05:47.731,3947.731,01:05:47.731,3947.731,0,,
66,-0.001159001;0.06981498,0.403792,01:05:47.770,3947.77,01:05:47.770,3947.77,0,,
66,-0.0003419053;0.07009432,0.403724,01:05:47.770,3947.77,01:05:47.770,3947.77,0,,
66,-0.0004133414;0.07014421,0.4040764,01:05:47.818,3947.818,01:05:47.818,3947.818,0,,
66,-0.0004589483;0.07001221,0.4043688,01:05:47.818,3947.818,01:05:47.818,3947.818,0,,
66,-0.0005685519;0.06978258,0.4049814,01:05:47.855,3947.855,01:05:47.855,3947.855,0,,
66,-0.0009057801;0.0695301,0.4057716,01:05:47.856,3947.856,01:05:47.856,3947.856,0,,
66,-0.001710299;0.06885675,0.4062728,01:05:47.908,3947.908,01:05:47.908,3947.908,0,,
66,-0.00184237;0.06858546,0.4069875,01:05:47.908,3947.908,01:05:47.908,3947.908,0,,
66,-0.001825139;0.06815878,0.4078333,01:05:47.944,3947.944,01:05:47.944,3947.944,0,,
66,-0.001846194;0.06779829,0.408245,01:05:47.944,3947.944,01:05:47.944,3947.944,0,,
66,-0.001986139;0.06732723,0.4092866,01:05:47.985,3947.985,01:05:47.985,3947.985,0,,
66,-0.002085734;0.06667763,0.4105466,01:05:47.985,3947.985,01:05:47.985,3947.985,0,,
66,-0.002242714;0.06608123,0.4116933,01:05:48.028,3948.028,01:05:48.028,3948.028,0,,
66,-0.002328224;0.06507051,0.4130205,01:05:48.028,3948.028,01:05:48.028,3948.028,0,,
66,-0.002555171;0.06391329,0.4147088,01:05:48.070,3948.07,01:05:48.070,3948.07,0,,
66,-0.002834257;0.06291914,0.4166297,01:05:48.111,3948.111,01:05:48.111,3948.111,0,,
66,-0.002848083;0.06213066,0.4178247,01:05:48.111,3948.111,01:05:48.111,3948.111,0,,
66,-0.002823655;0.06061018,0.4197165,01:05:48.162,3948.162,01:05:48.162,3948.162,0,,
66,-0.002686489;0.05930305,0.4216744,01:05:48.163,3948.163,01:05:48.163,3948.163,0,,
66,-0.002790645;0.05840966,0.4232788,01:05:48.194,3948.194,01:05:48.194,3948.194,0,,
66,-0.002778988;0.05673245,0.4257762,01:05:48.194,3948.194,01:05:48.194,3948.194,0,,
66,-0.002797805;0.05523574,0.4279504,01:05:48.241,3948.241,01:05:48.241,3948.241,0,,
66,-0.002736768;0.05438972,0.4298193,01:05:48.241,3948.241,01:05:48.241,3948.241,0,,
66,-0.002861435;0.05335796,0.4314296,01:05:48.281,3948.281,01:05:48.281,3948.281,0,,
66,-0.00291454;0.05188972,0.4340135,01:05:48.281,3948.281,01:05:48.281,3948.281,0,,
66,-0.003161943;0.05080888,0.4355332,01:05:48.322,3948.322,01:05:48.322,3948.322,0,,
66,-0.00323721;0.04882875,0.4385976,01:05:48.322,3948.322,01:05:48.322,3948.322,0,,
66,-0.003377328;0.0472739,0.4408139,01:05:48.367,3948.367,01:05:48.367,3948.367,0,,
66,-0.003648624;0.04629737,0.4420782,01:05:48.367,3948.367,01:05:48.367,3948.367,0,,
66,-0.003653349;0.04489553,0.4443647,01:05:48.410,3948.41,01:05:48.410,3948.41,0,,
66,-0.003812565;0.04396653,0.4459668,01:05:48.410,3948.41,01:05:48.410,3948.41,0,,
66,-0.003881829;0.04282594,0.4478481,01:05:48.456,3948.456,01:05:48.456,3948.456,0,,
66,-0.003835605;0.04172984,0.4496118,01:05:48.456,3948.456,01:05:48.456,3948.456,0,,
66,-0.003846563;0.0412859,0.4504455,01:05:48.497,3948.497,01:05:48.497,3948.497,0,,
66,-0.003976271;0.04076964,0.4516876,01:05:48.498,3948.498,01:05:48.498,3948.498,0,,
66,-0.00391539;0.04040146,0.452439,01:05:48.540,3948.54,01:05:48.540,3948.54,0,,
66,-0.003863757;0.04031259,0.4527465,01:05:48.540,3948.54,01:05:48.540,3948.54,0,,
66,-0.00397254;0.04037884,0.4526138,01:05:48.589,3948.589,01:05:48.589,3948.589,0,,
66,-0.004178129;0.04078975,0.4519302,01:05:48.589,3948.589,01:05:48.589,3948.589,0,,
66,-0.004207464;0.04150423,0.4507304,01:05:48.628,3948.628,01:05:48.628,3948.628,0,,
66,-0.004257308;0.04196677,0.4494199,01:05:48.628,3948.628,01:05:48.628,3948.628,0,,
66,-0.004867921;0.0430423,0.4471821,01:05:48.680,3948.68,01:05:48.680,3948.68,0,,
66,-0.005145423;0.04424366,0.444822,01:05:48.680,3948.68,01:05:48.680,3948.68,0,,
66,-0.005333068;0.04521775,0.4429188,01:05:48.730,3948.73,01:05:48.730,3948.73,0,,
66,-0.005374551;0.04702714,0.4395639,01:05:48.730,3948.73,01:05:48.730,3948.73,0,,
66,-0.005406164;0.04895279,0.4361928,01:05:48.761,3948.761,01:05:48.761,3948.761,0,,
66,-0.005188318;0.0504567,0.4338873,01:05:48.762,3948.762,01:05:48.762,3948.762,0,,
66,-0.004944308;0.0525223,0.4300853,01:05:48.807,3948.807,01:05:48.807,3948.807,0,,
66,-0.004572054;0.05486763,0.4264178,01:05:48.845,3948.845,01:05:48.845,3948.845,0,,
66,-0.004233006;0.05637208,0.4237973,01:05:48.845,3948.845,01:05:48.845,3948.845,0,,
66,-0.003828604;0.05855486,0.4201316,01:05:48.886,3948.886,01:05:48.886,3948.886,0,,
66,-0.003702579;0.0606347,0.4163572,01:05:48.886,3948.886,01:05:48.886,3948.886,0,,
66,-0.003599508;0.06177425,0.4136061,01:05:48.931,3948.931,01:05:48.931,3948.931,0,,
66,-0.003358057;0.06335452,0.4104572,01:05:48.931,3948.931,01:05:48.931,3948.931,0,,
66,-0.003833709;0.06510317,0.4070013,01:05:48.974,3948.974,01:05:48.974,3948.974,0,,
66,-0.0038558;0.06584743,0.4050325,01:05:48.974,3948.974,01:05:48.974,3948.974,0,,
66,-0.004217042;0.06672466,0.4023239,01:05:49.019,3949.019,01:05:49.019,3949.019,0,,
66,-0.0044362;0.0673919,0.4001878,01:05:49.019,3949.019,01:05:49.019,3949.019,0,,
66,-0.004736837;0.06750223,0.3992063,01:05:49.063,3949.063,01:05:49.063,3949.063,0,,
66,-0.004899506;0.06740198,0.398277,01:05:49.063,3949.063,01:05:49.063,3949.063,0,,
66,-0.005110268;0.06715477,0.3979411,01:05:49.104,3949.104,01:05:49.104,3949.104,0,,
66,-0.005456895;0.06672856,0.3981486,01:05:49.104,3949.104,01:05:49.104,3949.104,0,,
66,-0.005782038;0.066268,0.3986289,01:05:49.159,3949.159,01:05:49.159,3949.159,0,,
66,-0.00609993;0.06524089,0.3991759,01:05:49.159,3949.159,01:05:49.159,3949.159,0,,
66,-0.006406043;0.06448531,0.3992555,01:05:49.198,3949.198,01:05:49.198,3949.198,0,,
66,-0.006927041;0.06251702,0.3995837,01:05:49.198,3949.198,01:05:49.198,3949.198,0,,
67,0.2757644;0.07755509,0.4076126,01:05:54.774,3954.774,01:05:54.774,3954.774,0,,
67,0.2754998;0.07757139,0.407937,01:05:54.816,3954.816,01:05:54.816,3954.816,0,,
67,0.2752997;0.07753295,0.4081016,01:05:54.861,3954.861,01:05:54.861,3954.861,0,,
67,0.2753022;0.07737148,0.4078701,01:05:54.861,3954.861,01:05:54.861,3954.861,0,,
67,0.2751347;0.07729009,0.4079834,01:05:54.904,3954.904,01:05:54.904,3954.904,0,,
67,0.2754201;0.07765877,0.4077774,01:05:54.904,3954.904,01:05:54.904,3954.904,0,,
67,0.2757919;0.07779163,0.4075181,01:05:54.955,3954.955,01:05:54.955,3954.955,0,,
67,0.2762556;0.07780883,0.4073687,01:05:54.955,3954.955,01:05:54.955,3954.955,0,,
67,0.2763529;0.07767224,0.4072857,01:05:54.985,3954.985,01:05:54.985,3954.985,0,,
67,0.2766292;0.0779449,0.4071274,01:05:54.985,3954.985,01:05:54.985,3954.985,0,,
67,0.2767853;0.07801187,0.4072224,01:05:55.041,3955.041,01:05:55.041,3955.041,0,,
67,0.2764838;0.0775764,0.4076769,01:05:55.041,3955.041,01:05:55.041,3955.041,0,,
67,0.2765402;0.07787067,0.4075051,01:05:55.079,3955.079,01:05:55.079,3955.079,0,,
67,0.2764095;0.07739642,0.4076495,01:05:55.079,3955.079,01:05:55.079,3955.079,0,,
67,0.2762164;0.07760754,0.4076542,01:05:55.124,3955.124,01:05:55.124,3955.124,0,,
67,0.27613;0.07763076,0.4076813,01:05:55.124,3955.124,01:05:55.124,3955.124,0,,
67,0.2760737;0.07771111,0.4078111,01:05:55.167,3955.167,01:05:55.167,3955.167,0,,
67,0.2762789;0.07795888,0.4078548,01:05:55.168,3955.168,01:05:55.168,3955.168,0,,
67,0.2786998;0.0541445,0.4619028,01:05:55.211,3955.211,01:05:55.211,3955.211,0,,
67,0.278372;0.05299228,0.4638357,01:05:55.211,3955.211,01:05:55.211,3955.211,0,,
67,0.2776178;0.05175683,0.4654958,01:05:55.260,3955.26,01:05:55.260,3955.26,0,,
67,0.2774921;0.05158743,0.4656735,01:05:55.260,3955.26,01:05:55.260,3955.26,0,,
67,0.2767341;0.05125031,0.4658156,01:05:55.299,3955.299,01:05:55.299,3955.299,0,,
67,0.2763722;0.05099529,0.4656114,01:05:55.300,3955.3,01:05:55.300,3955.3,0,,
67,0.2759123;0.05128351,0.4646061,01:05:55.334,3955.334,01:05:55.334,3955.334,0,,
67,0.2758637;0.05170316,0.4632882,01:05:55.335,3955.335,01:05:55.335,3955.335,0,,
67,0.2757499;0.05226329,0.4612789,01:05:55.382,3955.382,01:05:55.382,3955.382,0,,
67,0.2758191;0.05276754,0.4598058,01:05:55.382,3955.382,01:05:55.382,3955.382,0,,
67,0.2755698;0.05400512,0.4568497,01:05:55.423,3955.423,01:05:55.423,3955.423,0,,
67,0.2755478;0.05507773,0.4534627,01:05:55.423,3955.423,01:05:55.423,3955.423,0,,
67,0.2757817;0.05622077,0.4508565,01:05:55.465,3955.465,01:05:55.465,3955.465,0,,
67,0.2764195;0.05776876,0.4471281,01:05:55.504,3955.504,01:05:55.504,3955.504,0,,
67,0.2766457;0.05888003,0.4445491,01:05:55.504,3955.504,01:05:55.504,3955.504,0,,
67,0.2770932;0.06038436,0.440516,01:05:55.546,3955.546,01:05:55.546,3955.546,0,,
67,0.2751243;0.05968103,0.4406466,01:05:55.547,3955.547,01:05:55.547,3955.547,0,,
67,0.2752677;0.06126708,0.4364415,01:05:55.592,3955.592,01:05:55.592,3955.592,0,,
67,0.2754236;0.06240925,0.4333513,01:05:55.592,3955.592,01:05:55.592,3955.592,0,,
67,0.2758451;0.06382331,0.42915,01:05:55.630,3955.63,01:05:55.630,3955.63,0,,
67,0.2762697;0.06511965,0.4257856,01:05:55.630,3955.63,01:05:55.630,3955.63,0,,
67,0.276302;0.06649247,0.4217404,01:05:55.676,3955.676,01:05:55.676,3955.676,0,,
67,0.2763015;0.06689,0.4201956,01:05:55.676,3955.676,01:05:55.676,3955.676,0,,
67,0.2765106;0.06709114,0.4200736,01:05:55.727,3955.727,01:05:55.727,3955.727,0,,
67,0.2765597;0.06707487,0.4198346,01:05:55.727,3955.727,01:05:55.727,3955.727,0,,
67,0.2766285;0.06701577,0.4195254,01:05:55.766,3955.766,01:05:55.766,3955.766,0,,
67,0.2766345;0.06698769,0.4194681,01:05:55.766,3955.766,01:05:55.766,3955.766,0,,
67,0.2764377;0.06694275,0.4195058,01:05:55.797,3955.797,01:05:55.797,3955.797,0,,
67,0.27608;0.0667983,0.4196831,01:05:55.798,3955.798,01:05:55.798,3955.798,0,,
67,0.2758949;0.06684649,0.4197803,01:05:55.841,3955.841,01:05:55.841,3955.841,0,,
67,0.2758483;0.06698772,0.4199539,01:05:55.891,3955.891,01:05:55.891,3955.891,0,,
,,01:06:05.018,3965.018,01:06:05.018,3965.018,0,,
,,01:11:12.562,4272.562,01:11:12.562,4272.562,0,,
,,01:11:29.906,4289.906,01:11:29.906,4289.906,0,,
